Manufacturer,Model,Code,Type,Engine Type
BOMBARDIER,Global 5500,GL5T,Fixed-Wing,Jet
BOMBARDIER,Global 6500,GLEX,Fixed-Wing,Jet
BOMBARDIER,Global 7500,GL7T,Fixed-Wing,Jet
BOMBARDIER,CL-600  Regional Jet CRJ-550,CRJ7,Fixed-Wing,Jet
BOMBARDIER,Regional Jet CRJ-550,CRJ7,Fixed-Wing,Jet
BOMBARDIER,CSeries CS100,BCS1,Fixed-Wing,Jet
BOMBARDIER,CSeries CS300,BCS3,Fixed-Wing,Jet
BOMBARDIER,CS100,BCS1,Fixed-Wing,Jet
BOMBARDIER,CS300,BCS3,Fixed-Wing,Jet
BOMBARDIER,BD-700  Global 6000,GLEX,Fixed-Wing,Jet
BOMBARDIER,Global 6000,GLEX,Fixed-Wing,Jet
BOMBARDIER,BD-100 Challenger 300,CL30,Fixed-Wing,Jet
BOMBARDIER,BD-700 Global 5000,GL5T,Fixed-Wing,Jet
BOMBARDIER,BD-700 Global Express,GLEX,Fixed-Wing,Jet
BOMBARDIER,Challenger 300,CL30,Fixed-Wing,Jet
BOMBARDIER,Global 5000,GL5T,Fixed-Wing,Jet
BOMBARDIER,Global Express,GLEX,Fixed-Wing,Jet
BOMBARDIER,Sentinel,GLEX,Fixed-Wing,Jet
BOMBARDIER,Regional Jet CRJ-1000,CRJX,Fixed-Wing,Jet
BOMBARDIER,CL-600 Regional Jet  CRJ-1000,CRJX,Fixed-Wing,Jet
BOOM,XB-1,XB1,Fixed-Wing,Jet
BOT AIRCRAFT,SC-07 Speed Cruiser,BISC,Fixed-Wing,Piston
BOT AIRCRAFT,Speed Cruiser,BISC,Fixed-Wing,Piston
BOURDON,Kitty Hawk,KITH,Fixed-Wing,Piston
BOWERS,Fly Baby 1A,FB1A,Fixed-Wing,Piston
BOWERS,Fly Baby 1B,FB1B,Fixed-Wing,Piston
BRADLEY,Aerobat,BBAT,Fixed-Wing,Piston
BRADLEY,BA-100 Aerobat,BBAT,Fixed-Wing,Piston
BRANDLI,BX-2 Cherry,BX2,Fixed-Wing,Piston
BRANDLI,Cherry,BX2,Fixed-Wing,Piston
BRANTLY,305,B305,Helicopter,Piston
BRANTLY,B-2,BRB2,Helicopter,Piston
BRANTLY-HYNES,B-2,BRB2,Helicopter,Piston
BRDITSCHKA,HB-3,HB3,Fixed-Wing,Piston
BRDITSCHKA,HB-21 Hobbylifter,HB21,Fixed-Wing,Piston
BRDITSCHKA,HB-21 Hobbyliner,HB21,Fixed-Wing,Piston
BRDITSCHKA,HB-23 Hobbyliner,HB23,Fixed-Wing,Piston
BRDITSCHKA,HB-23 Scanliner,HB23,Fixed-Wing,Piston
BRDITSCHKA,Hobbylifter,HB21,Fixed-Wing,Piston
BRDITSCHKA,Hobbyliner (HB-21),HB21,Fixed-Wing,Piston
BRDITSCHKA,Hobbyliner (HB-23),HB23,Fixed-Wing,Piston
BRDITSCHKA,Scanliner,HB23,Fixed-Wing,Piston
BREDANARDI,NH-300,H269,Helicopter,Piston
BREDANARDI,NH-500,H500,Helicopter,Turboprop/Turboshaft
BREEZER,Breezer,BREZ,Fixed-Wing,Piston
BREGUET,14 Replica,BR14,Fixed-Wing,Piston
BREGUET,1050 Alizé,ALIZ,Fixed-Wing,Turboprop/Turboshaft
BREGUET,1150 Atlantic,ATLA,Fixed-Wing,Turboprop/Turboshaft
BREGUET,Alizé,ALIZ,Fixed-Wing,Turboprop/Turboshaft
BREGUET,Atlantic,ATLA,Fixed-Wing,Turboprop/Turboshaft
BRIAN ALLEN,Tipsy B,TIPB,Fixed-Wing,Piston
BRIAN ALLEN,Tipsy Trainer,TIPB,Fixed-Wing,Piston
BRISTOL,149 Blenheim,BLEN,Fixed-Wing,Piston
BRISTOL,149 Bolingbroke,BLEN,Fixed-Wing,Piston
BRISTOL,171 Sycamore,SYCA,Helicopter,Piston
BRISTOL,Blenheim,BLEN,Fixed-Wing,Piston
BRISTOL,Bolingbroke,BLEN,Fixed-Wing,Piston
BRISTOL,F-2B Fighter,BFIT,Fixed-Wing,Piston
BRISTOL,F-2B Fighter Replica,BFIT,Fixed-Wing,Piston
BRISTOL,Fighter,BFIT,Fixed-Wing,Piston
BRISTOL,Fighter Replica,BFIT,Fixed-Wing,Piston
BRISTOL,Sycamore,SYCA,Helicopter,Piston
BRITISH AEROSPACE,ATP,ATP,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,BAC-111 One-Eleven,BA11,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-125-700,H25B,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-125-800,H25B,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-125-1000,H25C,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-146-100,B461,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-146-100 Statesman,B461,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-146-200,B462,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-146-200 Quiet Trader,B462,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-146-200 Statesman,B462,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-146-300,B463,Fixed-Wing,Jet
BRITISH AEROSPACE,BAe-748,A748,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,BAe-3100 Jetstream 31,JS31,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,BAe-3200 Jetstream Super 31,JS32,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,BAe-4100 Jetstream 41,JS41,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,Bulldog,BDOG,Fixed-Wing,Piston
BRITISH AEROSPACE,C-29,H25B,Fixed-Wing,Jet
BRITISH AEROSPACE,Eurofighter 2000,EUFI,Fixed-Wing,Jet
BRITISH AEROSPACE,Goshawk,HAWK,Fixed-Wing,Jet
BRITISH AEROSPACE,Harrier,HAR,Fixed-Wing,Jet
BRITISH AEROSPACE,Hawk,HAWK,Fixed-Wing,Jet
BRITISH AEROSPACE,Jetstream 31,JS31,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,Jetstream 41,JS41,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,Jetstream Super 31,JS32,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,Jetstream T.Mk.3,JS31,Fixed-Wing,Turboprop/Turboshaft
BRITISH AEROSPACE,One-Eleven,BA11,Fixed-Wing,Jet
BRITISH AEROSPACE,Quiet Trader,B462,Fixed-Wing,Jet
BRITISH AEROSPACE,RJ-70,RJ70,Fixed-Wing,Jet
BRITISH AEROSPACE,RJ-85,RJ85,Fixed-Wing,Jet
BRITISH AEROSPACE,RJ-100,RJ1H,Fixed-Wing,Jet
BRITISH AEROSPACE,SA-3 Bulldog,BDOG,Fixed-Wing,Piston
BRITISH AEROSPACE,Sea Harrier,HAR,Fixed-Wing,Jet
BRITISH AEROSPACE,Statesman (100),B461,Fixed-Wing,Jet
BRITISH AEROSPACE,Statesman (200),B462,Fixed-Wing,Jet
BRITISH AEROSPACE,T-45 Goshawk,HAWK,Fixed-Wing,Jet
BRITISH AEROSPACE,Tornado,TOR,Fixed-Wing,Jet
BRITISH AEROSPACE,Typhoon,EUFI,Fixed-Wing,Jet
BRITISH AEROSPACE,U-125,H25B,Fixed-Wing,Jet
BRITISH AEROSPACE,BAC-167 Strikemaster,STRK,Fixed-Wing,Jet
BRITISH AEROSPACE,Strikemaster,STRK,Fixed-Wing,Jet
BRITTEN-NORMAN,BN-2 Islander,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,BN-2A Defender,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,BN-2A Islander,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,BN-2A Maritime Defender,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,BN-2A Mk3 Trislander,TRIS,Fixed-Wing,Piston
BRITTEN-NORMAN,BN-2B Islander,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,BN-2T Defender 4000,BN2T,Fixed-Wing,Turboprop/Turboshaft
BRITTEN-NORMAN,BN-2T Turbine Islander,BN2T,Fixed-Wing,Turboprop/Turboshaft
BRITTEN-NORMAN,Defender,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,Defender 4000,BN2T,Fixed-Wing,Turboprop/Turboshaft
BRITTEN-NORMAN,Islander,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,Maritime Defender,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,Trislander,TRIS,Fixed-Wing,Piston
BRITTEN-NORMAN,Turbine Islander,BN2T,Fixed-Wing,Turboprop/Turboshaft
BRITTEN-NORMAN,BN-2B Defender,BN2P,Fixed-Wing,Piston
BRITTEN-NORMAN,BN-2T Turbine Defender,BN2T,Fixed-Wing,Turboprop/Turboshaft
BRITTEN-NORMAN,Turbine Defender,BN2T,Fixed-Wing,Turboprop/Turboshaft
BRM AERO,NG-4,NG4,Fixed-Wing,Piston
BRM AERO,Bristell NG-5,NG5,Fixed-Wing,Piston
BRM AERO,Bristell LSA,NG5,Fixed-Wing,Piston
BRM AERO,Bristell E-LSA,NG5,Fixed-Wing,Piston
BRM AERO,Bristell S-LSA,NG5,Fixed-Wing,Piston
BRM AERO,Bristell TDO,NG5,Fixed-Wing,Piston
BRM AERO,Bristell UL,NG5,Fixed-Wing,Piston
BRM AERO,Bristell HD,NG5,Fixed-Wing,Piston
BRM AERO,Bristell RG,NG5,Fixed-Wing,Piston
BRM AERO,Bristell XL8,NG5,Fixed-Wing,Piston
BRM AERO,Bristell B23,BR23,Fixed-Wing,Piston
BRM AERO,Bristell B23 Energic,B23E,Fixed-Wing,Electric
BRM AERO,Bristell B8,BR8,Fixed-Wing,Piston
BROKAW,BJ-520 Bullet,BULT,Fixed-Wing,Piston
BROKAW,Bullet,BULT,Fixed-Wing,Piston
BROOKLANDS,OA-7 Optica Scout,OPCA,Fixed-Wing,Piston
BROOKLANDS,Optica Scout,OPCA,Fixed-Wing,Piston
BRUMBY,Evolution,BR61,Fixed-Wing,Piston
BRUMBY,Brumby,BR60,Fixed-Wing,Piston
BRUMBY,600,BR60,Fixed-Wing,Piston
BRUMBY,610 Evolution,BR61,Fixed-Wing,Piston
BUCHANAN,BAC-204 Ozzie Mozzie,OZZI,Fixed-Wing,Piston
BUCHANAN,Ozzie Mozzie,OZZI,Fixed-Wing,Piston
BUCKER,Bestmann,BU81,Fixed-Wing,Piston
BUCKER,Bü-131 Jungmann,BU31,Fixed-Wing,Piston
BUCKER,Bü-133 Jungmeister,BU33,Fixed-Wing,Piston
BUCKER,Bü-181 Bestmann,BU81,Fixed-Wing,Piston
BUCKER,Jungmann,BU31,Fixed-Wing,Piston
BUCKER,Jungmeister,BU33,Fixed-Wing,Piston
BUCKER PRADO,Bü-131 Jungmann,BU31,Fixed-Wing,Piston
BUCKER PRADO,Bü-133 Jungmeister,BU33,Fixed-Wing,Piston
BUCKER PRADO,Jungmann,BU31,Fixed-Wing,Piston
BUCKER PRADO,Jungmeister,BU33,Fixed-Wing,Piston
BUCURESTI,BN-2B Islander,BN2P,Fixed-Wing,Piston
BUCURESTI,BN-2T Turbine Islander,BN2T,Fixed-Wing,Turboprop/Turboshaft
BUCURESTI,Dacic,IR27,Fixed-Wing,Piston
BUCURESTI,IAR-827 Dacic,IR27,Fixed-Wing,Piston
BUCURESTI,Islander,BN2P,Fixed-Wing,Piston
BUCURESTI,One-Eleven,BA11,Fixed-Wing,Jet
BUCURESTI,Rombac 1-11 One-Eleven,BA11,Fixed-Wing,Jet
BUCURESTI,Turbine Islander,BN2T,Fixed-Wing,Turboprop/Turboshaft
BUETHE,Barracuda,BARC,Fixed-Wing,Piston
BUHL,CA-3 Sport Airsedan,BCA3,Fixed-Wing,Piston
BUHL,Sport Airsedan,BCA3,Fixed-Wing,Piston
BUL,Zùlù,ZULU,Fixed-Wing,Piston
BUSHBY,M-2 Mustang 2,MUS2,Fixed-Wing,Piston
BUSHBY,Midget Mustang,MIMU,Fixed-Wing,Piston
BUSHBY,MM-1 Midget Mustang,MIMU,Fixed-Wing,Piston
BUSHBY,Mustang 2,MUS2,Fixed-Wing,Piston
BUTTERFLY,Golden Butterfly,GOBU,Gyrocopter,Piston
BUTTERFLY,Super Sky Cycle,SSC,Gyrocopter,Piston
BYE AEROSPACE,eFlyer 2,EF2,Fixed-Wing,Electric
C2P,One,ONE,Fixed-Wing,Piston
CAARP,CAP-10,CP10,Fixed-Wing,Piston
CAARP,CAP-20,CP20,Fixed-Wing,Piston
CAARP,CP-1310 Super Emeraude,CP13,Fixed-Wing,Piston
CAARP,Super Emeraude,CP13,Fixed-Wing,Piston
CAB,GY-20 Minicab,GY20,Fixed-Wing,Piston
CAB,GY-30 Supercab,GY30,Fixed-Wing,Piston
CAB,Minicab,GY20,Fixed-Wing,Piston
CAB,Supercab,GY30,Fixed-Wing,Piston
CABLE-PRICE,Fletcher FU-24,FU24,Fixed-Wing,Piston
CABRINHA,Free Spirit,FREE,Fixed-Wing,Piston
CABRINHA,RC-412 Free Spirit,FREE,Fixed-Wing,Piston
CADCOR,Chanute,CHAN,Fixed-Wing,Piston
CAG (1),Toxo,TOXO,Fixed-Wing,Piston
CAG (2),PS-28 Cruiser,CRUZ,Fixed-Wing,Piston
CAG (2),Cruiser,CRUZ,Fixed-Wing,Piston
CAG (2),SportsCruiser,CRUZ,Fixed-Wing,Piston
CAIGA,AG-600 Kunlong,AG60,Amphibian,Turboprop/Turboshaft
CAIGA,Kunlong,AG60,Amphibian,Turboprop/Turboshaft
CAIGA,AG-100,AG10,Fixed-Wing,Piston
CALLAIR,A-2,CLA,Fixed-Wing,Piston
CALLAIR,A-3,CLA,Fixed-Wing,Piston
CALLAIR,A-4,CLA,Fixed-Wing,Piston
CALLAIR,S-1,S1,Fixed-Wing,Piston
CALUMET,636 Snobird Adventurer,SNAD,Gyrocopter,Piston
CALUMET,Snobird Adventurer,SNAD,Gyrocopter,Piston
CAMAIR,480 Twin Navion,TNAV,Fixed-Wing,Piston
CAMAIR,Twin Navion,TNAV,Fixed-Wing,Piston
CAMERON,Grand 51,GR51,Fixed-Wing,Turboprop/Turboshaft
CAMERON,P-51G Grand 51,GR51,Fixed-Wing,Turboprop/Turboshaft
CAMPANA,AN-4,CAN4,Fixed-Wing,Piston
CANADA AIR RV,Griffin,GRIF,Fixed-Wing,Piston
CANADAIR,A-10 Catalina,CAT,Amphibian,Piston
CANADAIR,C-143 Challenger 604,CL60,Fixed-Wing,Jet
CANADAIR,Catalina,CAT,Amphibian,Piston
CANADAIR,CC-109 Cosmopolitan,CVLT,Fixed-Wing,Turboprop/Turboshaft
CANADAIR,CC-144 Challenger 600,CL60,Fixed-Wing,Jet
CANADAIR,CC-144B Challenger 601,CL60,Fixed-Wing,Jet
CANADAIR,CE-144A Challenger 600,CL60,Fixed-Wing,Jet
CANADAIR,CF-5,F5,Fixed-Wing,Jet
CANADAIR,CF-104 Starfighter,F104,Fixed-Wing,Jet
CANADAIR,CF-116,F5,Fixed-Wing,Jet
CANADAIR,Challenger 600,CL60,Fixed-Wing,Jet
CANADAIR,Challenger 601,CL60,Fixed-Wing,Jet
CANADAIR,Challenger 604,CL60,Fixed-Wing,Jet
CANADAIR,Challenger 605,CL60,Fixed-Wing,Jet
CANADAIR,Challenger 800,CRJ2,Fixed-Wing,Jet
CANADAIR,Challenger 850,CRJ2,Fixed-Wing,Jet
CANADAIR,Challenger 870,CRJ7,Fixed-Wing,Jet
CANADAIR,Challenger 890,CRJ9,Fixed-Wing,Jet
CANADAIR,CL-1 Catalina,CAT,Amphibian,Piston
CANADAIR,CL-13 Sabre,F86,Fixed-Wing,Jet
CANADAIR,CL-30 Silver Star,T33,Fixed-Wing,Jet
CANADAIR,CL-41 Tutor,CL41,Fixed-Wing,Jet
CANADAIR,CL-44-O Guppy,CL4G,Fixed-Wing,Turboprop/Turboshaft
CANADAIR,CL-66,CVLT,Fixed-Wing,Turboprop/Turboshaft
CANADAIR,CL-90 Starfighter,F104,Fixed-Wing,Jet
CANADAIR,CL-201 Starfighter,F104,Fixed-Wing,Jet
CANADAIR,CL-215,CL2P,Amphibian,Piston
CANADAIR,CL-215T,CL2T,Amphibian,Turboprop/Turboshaft
CANADAIR,CL-219,F5,Fixed-Wing,Jet
CANADAIR,CL-226,F5,Fixed-Wing,Jet
CANADAIR,CL-415,CL2T,Amphibian,Turboprop/Turboshaft
CANADAIR,CL-415 SuperScooper,CL2T,Amphibian,Turboprop/Turboshaft
CANADAIR,CL-600 Challenger 600,CL60,Fixed-Wing,Jet
CANADAIR,CL-600 Challenger 601,CL60,Fixed-Wing,Jet
CANADAIR,CL-600 Challenger 604,CL60,Fixed-Wing,Jet
CANADAIR,CL-600 Challenger 605,CL60,Fixed-Wing,Jet
CANADAIR,CL-600 Challenger 800,CRJ2,Fixed-Wing,Jet
CANADAIR,CL-600 Challenger 850,CRJ2,Fixed-Wing,Jet
CANADAIR,CL-600 Challenger 870,CRJ7,Fixed-Wing,Jet
CANADAIR,CL-600 Challenger 890,CRJ9,Fixed-Wing,Jet
CANADAIR,CL-600 Corporate Jetliner,CRJ2,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet CRJ-100,CRJ1,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet CRJ-200,CRJ2,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet CRJ-440,CRJ2,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet CRJ-700,CRJ7,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet CRJ-701,CRJ7,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet CRJ-705,CRJ9,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet CRJ-900,CRJ9,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet RJ-100,CRJ1,Fixed-Wing,Jet
CANADAIR,CL-600 Regional Jet RJ-200,CRJ2,Fixed-Wing,Jet
CANADAIR,CL-600 Special Edition,CRJ2,Fixed-Wing,Jet
CANADAIR,Corporate Jetliner,CRJ2,Fixed-Wing,Jet
CANADAIR,Cosmopolitan,CVLT,Fixed-Wing,Turboprop/Turboshaft
CANADAIR,CT-114 Tutor,CL41,Fixed-Wing,Jet
CANADAIR,CT-133 Silver Star,T33,Fixed-Wing,Jet
CANADAIR,CV-580,CVLT,Fixed-Wing,Turboprop/Turboshaft
CANADAIR,F-104 Starfighter,F104,Fixed-Wing,Jet
CANADAIR,Guppy,CL4G,Fixed-Wing,Turboprop/Turboshaft
CANADAIR,NF-5,F5,Fixed-Wing,Jet
CANADAIR,OA-10 Catalina,CAT,Amphibian,Piston
CANADAIR,Regional Jet CRJ-100,CRJ1,Fixed-Wing,Jet
CANADAIR,Regional Jet CRJ-200,CRJ2,Fixed-Wing,Jet
CANADAIR,Regional Jet CRJ-440,CRJ2,Fixed-Wing,Jet
CANADAIR,Regional Jet CRJ-700,CRJ7,Fixed-Wing,Jet
CANADAIR,Regional Jet CRJ-701,CRJ7,Fixed-Wing,Jet
CANADAIR,Regional Jet CRJ-705,CRJ9,Fixed-Wing,Jet
CANADAIR,Regional Jet CRJ-900,CRJ9,Fixed-Wing,Jet
CANADAIR,Regional Jet RJ-100,CRJ1,Fixed-Wing,Jet
CANADAIR,Regional Jet RJ-200,CRJ2,Fixed-Wing,Jet
CANADAIR,Sabre,F86,Fixed-Wing,Jet
CANADAIR,Silver Star,T33,Fixed-Wing,Jet
CANADAIR,Special Edition,CRJ2,Fixed-Wing,Jet
CANADAIR,Starfighter,F104,Fixed-Wing,Jet
CANADAIR,SuperScooper,CL2T,Amphibian,Turboprop/Turboshaft
CANADAIR,T-33 Silver Star,T33,Fixed-Wing,Jet
CANADAIR,Tutor,CL41,Fixed-Wing,Jet
CANADIAN HOME ROTORS,Baby Belle,BABY,Helicopter,Piston
CANADIAN HOME ROTORS,Safari,BABY,Helicopter,Piston
CANADIAN VICKERS,A-10 Catalina,CAT,Amphibian,Piston
CANADIAN VICKERS,Canso,CAT,Amphibian,Piston
CANADIAN VICKERS,Catalina,CAT,Amphibian,Piston
CANADIAN VICKERS,OA-10 Catalina,CAT,Amphibian,Piston
CANADIAN VICKERS,PBV Catalina,CAT,Amphibian,Piston
CANADIAN VICKERS,PBY Catalina,CAT,Amphibian,Piston
CAP AVIATION,CAP-10,CP10,Fixed-Wing,Piston
CAP AVIATION,CAP-222,CP22,Fixed-Wing,Piston
CAP AVIATION,CAP-232,CP23,Fixed-Wing,Piston
CAPELLA,Capella,CAPL,Fixed-Wing,Piston
CAPELLA,T-Raptor,TRAP,Fixed-Wing,Piston
CAPRONI VIZZOLA,C-22J Ventura,C22J,Fixed-Wing,Jet
CAPRONI VIZZOLA,Ventura,C22J,Fixed-Wing,Jet
CARLSON,Skycycle,CYCL,Fixed-Wing,Piston
CARLSON,Sparrow 2,SPR2,Fixed-Wing,Piston
CARLSON,Sparrow-ette,SPR2,Fixed-Wing,Piston
CARRIOU,CL-8 RSA Club,CL8,Fixed-Wing,Piston
CARRIOU,RSA Club,CL8,Fixed-Wing,Piston
CARTER,PAV-4,PAV4,Gyrocopter,Piston
CASA,HC-144 Ocean Sentry,CN35,Fixed-Wing,Turboprop/Turboshaft
CASA,Ocean Sentry,CN35,Fixed-Wing,Turboprop/Turboshaft
CASA,1-131,BU31,Fixed-Wing,Piston
CASA,1-133,BU33,Fixed-Wing,Piston
CASA,2-111,H111,Fixed-Wing,Piston
CASA,223 Flamingo,S223,Fixed-Wing,Piston
CASA,352L,JU52,Fixed-Wing,Piston
CASA,A-9,F5,Fixed-Wing,Jet
CASA,A-36 Halcón,C101,Fixed-Wing,Jet
CASA,Amazonas,C295,Fixed-Wing,Turboprop/Turboshaft
CASA,AR-9,F5,Fixed-Wing,Jet
CASA,AS-332 Super Puma,AS32,Helicopter,Turboprop/Turboshaft
CASA,Aviocar,C212,Fixed-Wing,Turboprop/Turboshaft
CASA,Aviojet,C101,Fixed-Wing,Jet
CASA,BK-117,BK17,Helicopter,Turboprop/Turboshaft
CASA,BO-105,B105,Helicopter,Turboprop/Turboshaft
CASA,C-41 Aviocar,C212,Fixed-Wing,Turboprop/Turboshaft
CASA,C-101 Aviojet,C101,Fixed-Wing,Jet
CASA,C-105 Amazonas,C295,Fixed-Wing,Turboprop/Turboshaft
CASA,C-127,DO27,Fixed-Wing,Piston
CASA,C-212 Aviocar,C212,Fixed-Wing,Turboprop/Turboshaft
CASA,C-295,C295,Fixed-Wing,Turboprop/Turboshaft
CASA,C-295 Persuader,C295,Fixed-Wing,Turboprop/Turboshaft
CASA,CN-235,CN35,Fixed-Wing,Turboprop/Turboshaft
CASA,CN-235 Persuader,CN35,Fixed-Wing,Turboprop/Turboshaft
CASA,Cougar,AS32,Helicopter,Turboprop/Turboshaft
CASA,EAV-8 Matador,HAR,Fixed-Wing,Jet
CASA,Eurofighter 2000,EUFI,Fixed-Wing,Jet
CASA,Flamingo,S223,Fixed-Wing,Piston
CASA,HA-220 Super Saeta,SATA,Fixed-Wing,Jet
CASA,Halcón,C101,Fixed-Wing,Jet
CASA,HR-15,B105,Helicopter,Turboprop/Turboshaft
CASA,Matador,HAR,Fixed-Wing,Jet
CASA,Mirlo,C101,Fixed-Wing,Jet
CASA,Persuader (C-295),C295,Fixed-Wing,Turboprop/Turboshaft
CASA,Persuader (CN-235),CN35,Fixed-Wing,Turboprop/Turboshaft
CASA,Pillán,PILL,Fixed-Wing,Piston
CASA,SF-5,F5,Fixed-Wing,Jet
CASA,SRF-5,F5,Fixed-Wing,Jet
CASA,Super Puma,AS32,Helicopter,Turboprop/Turboshaft
CASA,Super Saeta,SATA,Fixed-Wing,Jet
CASA,T-35 Pillán,PILL,Fixed-Wing,Piston
CASA,T-36 Aviojet,C101,Fixed-Wing,Jet
CASA,Tamiz,PILL,Fixed-Wing,Piston
CASA,Tp89 Aviocar,C212,Fixed-Wing,Turboprop/Turboshaft
CASA,Typhoon,EUFI,Fixed-Wing,Jet
CASA,SC-105 Amazonas,C295,Fixed-Wing,Turboprop/Turboshaft
CASA,C-101 Mirlo,C101,Fixed-Wing,Jet
CASA,T-35 Tamiz,PILL,Fixed-Wing,Piston
CASSUTT,Special,CASS,Fixed-Wing,Piston
CATA,LMK-1 Oryx,LMK1,Fixed-Wing,Piston
CATA,Oryx,LMK1,Fixed-Wing,Piston
CAUDRON,C-270 Luciole,C270,Fixed-Wing,Piston
CAUDRON,C-272 Luciole,C270,Fixed-Wing,Piston
CAUDRON,C-275 Luciole,C270,Fixed-Wing,Piston
CAUDRON,CR-760 Cyclone Replica,JN76,Fixed-Wing,Piston
CAUDRON,Cyclone Replica,JN76,Fixed-Wing,Piston
CAUDRON,G-3,CG3,Fixed-Wing,Piston
CAUDRON,G-3 Replica,CG3,Fixed-Wing,Piston
CAUDRON,JN-760 Cyclone Replica,JN76,Fixed-Wing,Piston
CAUDRON,Luciole,C270,Fixed-Wing,Piston
CCF,Harvard,T6,Fixed-Wing,Piston
CCF,Mentor,T34P,Fixed-Wing,Piston
CCF,Norseman,NORS,Fixed-Wing,Piston
CCF,T-6 Harvard,T6,Fixed-Wing,Piston
CCF,T-34 Mentor,T34P,Fixed-Wing,Piston
CEA-UFMG,CEA-309 Mehari,C309,Fixed-Wing,Piston
CEA-UFMG,Mehari,C309,Fixed-Wing,Piston
CEA-UFMG,CEA-311 Anequim,C311,Fixed-Wing,Piston
CEA-UFMG,Anequim,C311,Fixed-Wing,Piston
CEA-UFMG,CEA-306 CB-10 Triathlon,C306,Fixed-Wing,Piston
CEA-UFMG,CB-10 Triathlon,C306,Fixed-Wing,Piston
CEA-UFMG,Triathlon,C306,Fixed-Wing,Piston
CEI,Free Spirit,FREE,Fixed-Wing,Piston
CEI,RC-412 Free Spirit,FREE,Fixed-Wing,Piston
CELAIR,Eagle 300,CEGL,Fixed-Wing,Piston
CELIER,Xenon,XNON,Gyrocopter,Piston
CENTRE EST,2+2,DR22,Fixed-Wing,Piston
CENTRE EST,Ambassadeur,DR10,Fixed-Wing,Piston
CENTRE EST,Capitaine,D250,Fixed-Wing,Piston
CENTRE EST,Chevalier,DR30,Fixed-Wing,Piston
CENTRE EST,Dauphin,DR22,Fixed-Wing,Piston
CENTRE EST,DR-100 Ambassadeur,DR10,Fixed-Wing,Piston
CENTRE EST,DR-105 Ambassadeur,DR10,Fixed-Wing,Piston
CENTRE EST,DR-200,D250,Fixed-Wing,Piston
CENTRE EST,DR-220 2+2,DR22,Fixed-Wing,Piston
CENTRE EST,DR-221 Dauphin,DR22,Fixed-Wing,Piston
CENTRE EST,DR-250 Capitaine,D250,Fixed-Wing,Piston
CENTRE EST,DR-253 Regent,D253,Fixed-Wing,Piston
CENTRE EST,DR-315 Petit Prince,DR30,Fixed-Wing,Piston
CENTRE EST,DR-340 Major,DR30,Fixed-Wing,Piston
CENTRE EST,DR-360 Chevalier,DR30,Fixed-Wing,Piston
CENTRE EST,DR-380 Prince,DR30,Fixed-Wing,Piston
CENTRE EST,DR-1050 Ambassadeur,DR10,Fixed-Wing,Piston
CENTRE EST,DR-1050 Sicile,DR10,Fixed-Wing,Piston
CENTRE EST,DR-1050 Sicile Record,DR10,Fixed-Wing,Piston
CENTRE EST,DR-1051 Ambassadeur,DR10,Fixed-Wing,Piston
CENTRE EST,DR-1051 Sicile,DR10,Fixed-Wing,Piston
CENTRE EST,DR-1051 Sicile Record,DR10,Fixed-Wing,Piston
CENTRE EST,Major,DR30,Fixed-Wing,Piston
CENTRE EST,Petit Prince,DR30,Fixed-Wing,Piston
CENTRE EST,Prince,DR30,Fixed-Wing,Piston
